회사명,면접질문,면접답변 혹은 면접느낌,subjects
(주)신한디에스,"['1차 면접의 토론 면접은 당시에 무난한 주제로 진행한듯함', '직무 면접은 주로 학교에서 배운 내용과 관심 분야에 대한 질문', '2차 면접은 이력서 내용으로 질문 주로 영어점수 이력서 내용을 보고 질뮨 함']","솔직하게 답변하는게 최고 인듯함. 괜힌 꾸며내려하는 답변을 하다가 혼날수도 있으니 조심 하시는게 좋음 면접본지가 오래되서 정확한 면접 질문 답은 생각이 안남 채용방식 인/적성검사, 그룹면접, 토론면접 ""공채 면접으로 2번의 면접을 진행함 1차 면접은 토론 면접, 직무 면접, 인적성 시험으로 이루어짐 2차 면접은 건강검진과 함께 임원 면접 진행 모든 면접은 다대다 면접으로 진행"" 합격 긍정적 도움이 돼요 3",{}
(주)신한디에스,"['지원동기와 그동안의 경력에 대한 질문', '압박면접은 아니지만 답변에 의문이 있을 경우 집요할 정도로 파고들며 질문']",담당한 업무에 대한 소개와 진행한 프로젝트 위주로 답변 채용방식 개인면접,{}
(주)신한디에스,"['사는곳? 죽전 출퇴근이 가능한가? 야근이 많은데 괜찮은가', '채용방식', '인/적성검사, 그룹면접', '발표시기', '30일 후', '합격', '보통', '도움이 돼요 1']",,{}
(주)신한디에스,"['자기소개, 이직사유, 이직하기 위해 무엇을 준비했는지?, 기술적인 내용 물어보심', '임원면접은 대기중']",뻔한 답변보다는 솔직하게 대답 했습니다. 기술적으로 모르는 부분을 물어보셨을때는 당당하게 죄송합니다라고 말씀 드림. 채용방식 그룹면접,{}
(주)신한디에스,"['이직사유, 지원동기, 자신이 가장 자신있는 부분(일관련), 회사에 대해 알고 있는지']","개인적인 이유 답변. 채용방식 스킬테스트, 개인면접 ""면접관 3분 실무 면접, 편안하게 대해주심."" 대기중 긍정적 액 3000억원 이상 (주)제니엘 포지션 38개 채용 중 3 코이즈(주) 1 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스  회사소개 이용약관 개인정보처리방침 커뮤니티가이드라인 모바일 버전 공지사항 광고 및 제휴문의 고객 문의 FAQ | | | | | | | | (주)브레인커머스 서울특별시 강남구 테헤란로 509 엔씨타워 I, 10층 | 대표   황희승, 윤신근 | 개인정보보호관리자   윤신근 사업자등록번호   120-87-92182 | 통신판매업 신고번호   제2014-서울강남-02942호 | 유료 직업소개사업 등록번호   (국내) 제2017-3220163-14-5-00046호 대표번호   1644-5641 (10:00~17:00 / 매월 마지막 금요일 09:00~13:00 / 주말 및 공휴일 휴무) | 대표이메일 : customer_service@jobplanet.co.kr ©Jobplanet. All rights reserved. 53 54 55 56 57 신고하기 도움이 돼요 1",{}
(주)신한디에스,"['간단한 직무질문', '이직 사유에 대해 물어봄', '다대다 진행으로']","아는대로 말하고 이직사유 솔직하게 말함 직무에 대해서는 기억이 ""1번 간단한 직무 질문 2번 이직 사유 다대다 면접으로 진행"" 대기중 긍정적 도움이 돼요 1",{}
(주)신한디에스,"['자기소개, 지원동기, 어떤 준비를 하였는지?, 하고싶은일']","금융IT 관심, 그에 따른 내가 어떤것을 준비하였는지를 대답 ""1차면접은 연수원에서 실무자 면접, 2차는 본사에서 임원면접. 2차는 약간의 압박 면접"" 합격 보통 도움이 돼요 0",{}
(주)신한디에스,"['자기소개 해보세요', '이직은 왜 하려고 하는지', '취미나 특기가 무엇인지']",자기소개 이직사유 취미 특기 채용방식 그룹면접,{}
(주)신한디에스,['자기소개 및 업무 관련 질문을 받았고 현재 자소서 위주로 질문을 받았습니다.'],1분 자기소개를 업무 위주로 답변하였고 업무 관련 질문은 아는데로 답변하였습니다. 채용방식 그룹면접,{}
(주)신한디에스,"['자기소개, 어떤일을했는지 , 무슨 계기로 지원했는지, 하고싶은 얘기가있는지?', '채용방식', '그룹면접', '발표시기', '30일 후', '""면접관 3명과 지원자 3명이 함께 면접을 봄 자기소개부터 시작해서 어떤일을했는', '지 등등 어딜가나 물어보는 질문들""', '대기중', '보통', '도움이 돼요 0']",,{}
(주)신한디에스,['주로 업무에 관한사항을 물어 봅니다.'],경력에 있는 사항위주로 사용한 기술등을 물어봅니다. 채용방식 케이스 면접,{}
(주)신한디에스,"['블라인드 면접 방식으로 이력서와 자기소개서는 면접관에게 제공되지 않음.', '1. 인성면접(3분자기소개, 관심분야, 그 외 개인별 질문)', '2. 토론면접(찬반토론, 토의)', '3. 실무면접(프로젝트 관련 경험)']","자기소개서와 이력서 없이 진행하기 때문에 예상질문 준비보다는 예상하지 못한 질문에 대한 순발력이 필요하다고 생각합니다. 토론 면접의 경우 논리성보다는 참여도나 태도를 평가하는것 같습니다. 실무면접의 경우 실무에 관한 자세한 경험 등을 구체적으로 답변이 필요할것 같습니다. 채용방식 인/적성검사, 그룹면접, 토론면접",{}
(주)신한디에스,"['가장 나를 힘들게 했던 사람은? , 1분 자기소개']","경험에 기반하여 답변 했습니다. 자기소개는 간단하게 했습니다. 채용방식 인/적성검사, 그룹면접, 토론면접, 개인면접",{}
(주)신한디에스,"['1. 자기소개', '2. 이직 하려는 이유', '3. 입사하면 무슨일을 하고 싶은지', '4. 출퇴근이 힘들꺼 같은데 가능한지?']","1분 자기소개 준비한대로 소개 좀더 나은환경에서 자기개발을 하기위해 인프라 운영 및 관리 출퇴근 문제 없음 채용방식 스킬테스트, 그룹면접, 기타",{}
(주)신한디에스,['금융it의 목표는?뭐라고 생각하시나요 그러면 신한의 목표는 뭐라고 생각하시나요'],고객중심의 서비스개발,{}
(주)신한디에스,"['오전에는 인적성 검사를 보고 점심부터 면접관 2에 면접자 8명씩 팀을 이루어 같이 식사를 하고, 면접', '자들끼리 토론을 하면 면접관들은 지켜보는 방식의 방식입니다. 토론 주제는 코딩 조기교육 이었습니', '다..']","조원들과 토론을 하여 결과를 도출합니다. 채용방식 인/적성검사, 그룹면접",{}
(주)신한디에스,"['최근IT 기술, 인생의 목표, 프로젝트경험']","빅데이터, 행복한 가정, 연구실 있을때 했던 프로젝트 대답 채용방식 인/적성검사, 그룹면접, 토론면접",{}
(주)신한디에스,['꼬리의 꼬리물기식의 질문이 많았습니다. 자소서는 안봤어요'],"대답하다가 말리는 경우가 꽤 많아요 채용방식 인/적성검사, 그룹면접, 토론면접, 기타 ""서류전형 -> 1차, 2차 면접 -> 입사"" 대기중 부정적 도움이 돼요 0",{}
(주)신한디에스,['합격 한다면 어떤 마음가짐으로 임할꺼냐 라고 물으셨음.'],"열심히 하겠습니다. 라고답변함 채용방식 인/적성검사, 스킬테스트, 그룹면접, 토론면접",{}
(주)신한디에스,"['지금 무슨일하는지', '이직사유', '일이 많이 힘든데 괜찮은지']","솔직하게 대답함 채용방식 그룹면접, 개인면접",{}
(주)신한디에스,"['자기소개, 이직사유 및 수행업무에 대한 내용']","이직하려는 업무를 간결히 이야기 하였고, 그에 추가 질문은 없었음 수행업무도 함축적으로 전달하였음 채용방식 그룹면접",{}
(주)신한디에스,"['지원동기가 뭔지', '이직사유가 뭔지', '어떤 일을 하고 싶은지', '왜 금융 IT인지', '""대기실에서 기다리다가 3~4명씩 면접실에 들어갔어요', '1차는 실무면접인데 3분정도 계셨고', '2차는 임원면접 4분정도 계셨어요""', '대기중', '보통', '도움이 돼요 1']",,{}
(주)신한디에스,['전공이 직무와 다른데 할 수 있는가? 다른 사람들보다 공부량이 적을텐데 할 수 있는가?'],"전공이 달라도 프로그래밍은 모두 같은 것이라 충분히 할 수 있다 채용방식 인/적성검사, 그룹면접, 토론면접, 개인면접",{}
(주)신한디에스,"['진행했던 프로젝트는 무엇인가?', '스트레스 대처법은 무엇인가?']","제일 어필할 만한 프로젝트 설명 채용방식 인/적성검사, 그룹면접, 토론면접",{}
(주)신한디에스,"['자기소개,입사이유,입사후포부,결혼여부,통근거리,기본업무외다른일가능한지']","기본질문에 사전준비가 필요하나 과도한 자기포장,입사의지는 면접관들이 싫어하심. 채용방식 그룹면접 ""1차면접: 5:5 면접 결과 기다리는중"" 대기중 보통 도움이 돼요 2",{}
(주)신한디에스,['노키즈존 확산에 대해 찬반 등 다양한 토론주제로 토른을 함'],"확실한 근거를 대서 말하는게 좋고 자기주장을 어필할수있으면 되는듯 ""전공필기,인적성,토론으로 진행됨 편안한 분위기에서 면접진행"" 합격 보통 도움이 돼요 0",{}
(주)신한디에스,"['1차 : 사이가 안좋은 사람과 그 이유, 제일 자신이 없는 과목 등', '2차 : 남들은 취업하려고 많은걸 해 왔는데 왜 본인은 아무것도 안했는지, 연구실에서 뭘했는지']","꺼려졌던 사람과 왜 꺼려졌었는지, 극복방법과 현재 사이 모바일에 대해 따로 공부해본 적이 없어서 약함 공부에 대한 열정과 목적이 있음, 결과가 없을 뿐 많은 노력을 했다 함 연구과제에 대한 설명 채용방식 인/적성검사, 그룹면접, 토론면접",{}
(주)신한디에스,"['당 사에 입사하려는 이유, 일산으로 출근 가능 여부, 입사시기']",긍정적으로 답변하고 입사시기는 한달 후로 말한 뒤 인사담당자와 조율해서 입사함. 채용방식 개인면접,{}
(주)신한디에스,"['임원면접시 자기소개를 비롯하여 입사동기나 입사후 포부에대한 질문', '채용방식', '개인면접', '발표시기', '15일 후', '""1차 면접 현업 면접 자기소개서를 바탕으로 야근이 많은데 버틸수 있겠냐는 등의', '질문 받음""', '합격', '보통', '도움이 돼요 0']",,{}
(주)신한디에스,"['이전에 진행한 프로젝트가 무엇인지 해당 업무는 무엇이었는지네 대한 질문', '발표시기', '13일 후', '""경력면접이라 이전에 진행한 프로젝트 위주로 면접을 진행하였고 무난한 면접이라', '생각됨""', '합격', '보통', '도움이 돼요 0']",,{}
(주)신한디에스,['프로젝트 위주의 질문. 기술적으로나 특별히 어려운 질문이 없었음'],근무한대로 성실하게 답변 채용방식 개인면접,{}
(주)신한디에스,"['프로젝트에 대해 설명해보시오', '예기치 못한 위기상황을 극복한 경험에 대해 말해보시오']","했던 프로젝트 설명 봉사활동 경험 설명 채용방식 인/적성검사, 그룹면접, 토론면접",{}
(주)신한디에스,"['자격증은 왜 없는지, 학점, 전공 이야기, 자신을 어필해봐라, 인적성 점수얘기']","매우 보수적인 분위기, 자격증과 학점에 관한 언급, 스트레스 테스트성의 압박이 아닌 진심으로 조금 화 난 상태로 지원자들에게 연설함 채용방식 그룹면접 ""1차면접에 합격 후 임원면접을 보았습니다. 5명인가 6명이 같이 들어가는 다대다 였습니다."" 불합격 부정적 도움이 돼요 3",{}
(주)신한디에스,"['전회사에서 인턴 경험을 했는데, 왜 입사를 포기하였는지']","채용형 인턴으로 정직원 전환시 T/O에 맞춰서 전환이 되는데 이 과정에서 저는 그동안 제가 공부했던 내용이랑 좀 다른방향으로 진행이 되었습니다. 그래서 인턴 계약 종료에 따라 회사를 그만두게 되었고, 신한에 지원하게 되었습니다. 채용방식 인/적성검사, 그룹면접",{}
(주)신한디에스,['최근 금융권에서 가장 큰 관심이 되는 IT관련 사업은?'],"로보어드바이저를 활용한 자산관리에 대해 답했습니다. 채용방식 인/적성검사, 그룹면접, 토론면접",{}
(주)신한디에스,['잦은 야근으로 인해 이성친구와의 문제가 생길경우 어떻게 하시겠습니까?'],"이해와 설득을 시도하고 그렇지 않으며 헤어짐. 채용방식 인/적성검사, 그룹면접, 토론면접",{}
(주)신한디에스,"['토론 주제는 매년 바뀔 것이라 생각됩니다. 자신의 생각을 편안하게 말하시면 됩니다. 찬반 토론과 주', '제 토론을 합니다.', '면접 질문 중 기억나는 것은', '자기소개', '내가 당신을 채용해야 하는 이유는?', '프로젝트 경험?', '현재의 IT 트렌드 대해서?', '마지막으로 하고 싶은 말씀 하십시오.']","예상 질문에 대해 답변을 외우는 것이 아니라 언제든 그 질문에 대해 자연스럽게 답변할 수 있는 배경 지식, 생각과 경험을 갖추려고 노력한 것이 1차 합격한 요인이라고 생각합니다. 채용방식 인/적성검사, 그룹면접, 토론면접",{}
